Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n3-F7.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n1-F1.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n3-F1.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n2-F1.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n2-F7.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n1-F1.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n3-F3.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n2-F1.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n1-F2.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n3-F4.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n2-F7.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n1-F7.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n1-F4.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n1-F7.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n1-F3.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n1-F5.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n2-F2.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n3-F6.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n2-F3.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n1-F8.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n1-F8.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n3-F2.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n1-F6.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n1-F3.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n2-F4.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n2-F5.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n2-F6.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n2-F8.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n3-F1.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n3-F5.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n1-F6.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n1-F5.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n1-F2.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n2-F3.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n1-F4.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n2-F8.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n3-F4.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n2-F5.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n2-F4.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\HeLa-1-std-500ng.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n1-F9.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n3-F5.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n3-F6.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n2-F6.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n3-F3.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n2-F2.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n3-F2.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\HeLa-2-std-500ng.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n1-F9.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n2-F9.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\HeLa-3-std-500ng.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\HeLa-4-std-500ng.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n3-F8.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n3-F8.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n2-F9.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n3-F9.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n3-F9.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n3-F7.mzML
Q9UMS0	Q9UMS0		NFU1			161977	192514	176326	218735	152241		178034	114958				214368		118782	1.18695e+06	147969		113394			153190	210035	94615.8	248813	1.0041e+06			182393	887398		1.2613e+06	113677	107809	131308		358090	1.16507e+06	231231	476013		1.25267e+06			134924			378494			397153	335309						
Q9UMS4	Q9UMS4		PRPF19		9.82766e+06	6.83973e+06	8.66866e+06	8.11504e+06	7.90074e+06	7.61048e+06		7.31566e+06	6.70283e+06				1.35833e+07		5.4456e+06	1.27462e+07	6.24288e+06	2.90172e+06	5.83967e+06	1.56001e+08		7.61855e+06	592472	5.70273e+06	1.39182e+07	9.38784e+06	1.21027e+06		7.06589e+06	8.47825e+06	1.39668e+06	1.36836e+07	5.73844e+06	5.87909e+06	9.84238e+06		1.55875e+07	1.00668e+07	1.2823e+07	7.33368e+06		7.79504e+06	2.72251e+06	2.31146e+06	5.21709e+06	5.64259e+06	5.60332e+06	8.10584e+06			8.20208e+06	9.15062e+06						
Q9UMX0	Q9UMX0		UBQLN1		3.28298e+06	2.4456e+06	3.22049e+06	2.71507e+06	2.82679e+06	2.48748e+06	3.34513e+07	2.20416e+06	1.02413e+06	3.18794e+07	3.4032e+07	3.81566e+07	748885	2.739e+07	594323	4.90418e+06	889994	7.73689e+07	790509	6.7085e+07	7.99198e+07	1.39086e+06	4.93403e+07	557452	932869	4.44213e+06	5.68978e+07	6.1135e+07	1.69637e+06	8.10424e+06	6.86942e+07	2.67923e+06	665878	782041	696978	7.05053e+07	1.09918e+06	3.45426e+06	675729	6.59725e+06	4.00186e+07	4.92937e+06	6.46893e+07	5.17843e+07	430939	740881	556440	5.6918e+06	3.418e+07	4.20914e+07	5.56724e+06	4.35159e+06	9.15871e+07	9.58317e+07	1.93616e+08	1.17028e+08	8.54566e+07	6.75488e+08
Q9UMX1	Q9UMX1		SUFU		282704	218572		348094					296737				653011		190178		288746		263172			272754		205615	572436				313507				195781	193193	675017		665368		425620						179078		159430											
Q9UMX5	Q9UMX5		NENF			247649				335038							175644	708880		1.11448e+06		3.88547e+06				199251	3.66401e+06			1.05333e+06	4.12308e+06		182862	1.89162e+06	4.26283e+06	519809	111796				175919	669973		787030		944833	4.32462e+06	3.41612e+06				647960			635468	922430						
Q9UMY1	Q9UMY1		NOL7		807888	792508	466179	697977	494624	625259		716114	520641						662992		682170	1.32315e+06	355621			744137	576178	472241					563934	498899	1.15598e+06		876238							1.24542e+06		278098			308766	574756	534280	1.06017e+06			1.19479e+06	896740						
Q9UMY4	Q9UMY4		SNX12		2.9257e+06	2.88697e+06	3.33193e+06	3.01152e+06	2.76596e+06	2.76736e+06		2.65838e+06	1.66905e+06				600696		874879	2.22987e+06	1.88863e+06		697786			2.20448e+06	345791	715254	665385	2.91826e+06			2.33525e+06	2.84287e+06		1.99341e+06	1.40795e+06	519033	499806		1.13277e+06	2.18673e+06	611294	2.9928e+06		2.80756e+06			589012	1.16203e+06	822507	2.31101e+06			2.33916e+06	2.75893e+06						
Q9UMZ2	Q9UMZ2		SYNRG		327085	232995	241002	175676	154557	202410		188171	148325				78456.2		94787		122390		100283			127114		68703.8	22416.9				95755.7				66310.9	66189.5	36719.7					57481.3					49404.5	112649												
Q9UN36	Q9UN36		NDRG2														498421		121818	453330			89160.4						485778	457177			110664	336782		604789		89592.2	293820		598539	519375	391560			464994		131350		395662												
Q9UN37	Q9UN37		VPS4A		484408	363236	606924	421819	390487	351540		389309	349524						227322		326059		179185			293873		212832					227925				228729	154083	23416.9					704804					180050	266725	270000	272516			379688	364885						
Q9UN81	Q9UN81		L1RE1		1.26527e+06	1.2636e+06	770818	883584	854677	785972		890941	840757				94851.6		459479		842398		534052			1.01361e+06		544685	171488				724875				701384	475603	188889				143670	73119.6					426578	642966	572830											
Q9UN86	Q9UN86		G3BP2		2.42039e+06	2.29495e+06	3.07824e+06	2.67722e+06	2.4351e+06	2.6444e+06		2.62988e+06	2.42063e+06	1.10118e+06	418641	897546	1.73591e+06	2.01805e+06	2.04601e+06	1.68008e+06	2.08776e+06	1.01336e+06	1.9094e+06			2.01632e+06	1.6579e+06	2.21505e+06	1.5263e+06	1.69672e+06	1.63547e+06		2.36415e+06	1.53851e+06	1.36541e+06	1.02246e+06	2.06229e+06	2.01423e+06	2.09257e+06		1.22318e+06	1.49826e+06	1.57319e+06	1.91701e+06		1.21148e+06	1.47777e+06	1.3844e+06	1.83157e+06	1.61335e+06	1.80422e+06	1.38824e+06			1.67679e+06	1.4472e+06						
Q9UNA1	Q9UNA1		ARHGAP26		488550	165961	504733	250833				147107	132218						112046		144305		155406			132031		145326					123060				161108	133265											109227	181766	166064											
Q9UNE7	Q9UNE7		STUB1		1.7057e+06	1.93622e+06	1.9845e+06	1.61255e+06	1.58616e+06	1.77042e+06		1.84666e+06	1.78478e+06				462566		1.13019e+06		1.9121e+06		1.20014e+06			1.48068e+06		1.35748e+06	1.20783e+06				1.91399e+06			286131	1.74045e+06	1.21962e+06	780618			194302	836542	927250		134901			1.17953e+06	1.65603e+06	1.53774e+06	775960			869478	895659						
Q9UNF0	Q9UNF0		PACSIN2		1.22556e+06	1.32137e+06	1.27912e+06	1.08665e+06	1.0288e+06	1.1198e+06		1.03258e+06	930475		3.84208e+06		726755	2.3121e+06	883813	364237	986190	2.3373e+06	870534			1.08121e+06	1.48463e+06	750302	1.34733e+06	391259	1.45773e+06		1.07293e+06	1.04759e+06	1.20346e+06	726512	976153	723507	997214		758335	618178	1.09449e+06	694064		427602	1.46018e+06	1.06827e+06	795076	695489	1.1572e+06	637458			691200	653338						
Q9UNF1	Q9UNF1		MAGED2		3.55598e+06	2.4318e+06	3.42676e+06	2.52853e+06	2.84281e+06	2.67352e+06	5.7057e+06	2.67496e+06	2.89115e+06	4.22835e+06	5.10706e+06	4.97318e+06	480370	4.31306e+06	1.64613e+06		3.01045e+06	2.73837e+06	1.92752e+06	1.86451e+07	3.05833e+07	3.00487e+06	1.98112e+06	2.04575e+06	402161	411575	2.22493e+06	9.23597e+06	2.40175e+06	450568	2.62374e+06	319451	2.58584e+06	1.58173e+06	631078	1.38754e+07	283220	346773	409644	771548	2.56078e+07		2.56377e+06	2.48391e+06	1.9151e+06	3.13232e+06	2.35896e+06	762257	7.43763e+06	1.42037e+07	745433	672226	2.53036e+07	4.8787e+07	1.34661e+07	7.5378e+07	3.75205e+07	
Q9UNH6	Q9UNH6		SNX7		351487	224658	347524	236915	212652	233197		268819	203952						111800		225085		147527			227450		142324					187249				214355	123438											111478	139202	122881											
Q9UNH7	Q9UNH7		SNX6		1.3507e+06	704288	1.29628e+06	665399	613034	294704		298517	277621				223488		321497		287272		358685			300646		327083	181036				256500			30709.4	344244	431533	468031		100448		368484	628902					411233	472334	403338	469677			543803	399585						
Q9UNI6	Q9UNI6		DUSP12		64560.1	179151	477830		204059	257425		215833	157712				98920		73944.1		201407		96714.6			182906		85554.5	101624				174817				141663	83177.9	105966		52271.4		104059						69144.2	88845.4	62060.9	72956.7			143540	576540						
Q9UNK9	Q9UNK9		ANGEL1		89094.7	61377.8	84115.6	53340		62338.2		52031.9									18459.1																																									
Q9UNL2	Q9UNL2		SSR3		1.79794e+06	2.62748e+06	1.56418e+06	2.14863e+06	1.97377e+06	2.2801e+06	3.33416e+06	1.97315e+06	2.08675e+06	3.31684e+06	3.50226e+06	4.12034e+06	1.87478e+06	3.45513e+06	2.12141e+06	1.61784e+06	1.87332e+06	2.94141e+06	1.74521e+06			1.94074e+06	2.48946e+06	2.04444e+06	1.21024e+06	1.19478e+06	3.73096e+06		1.78236e+06	1.29046e+06	3.07569e+06	1.43109e+06	1.78015e+06	1.66307e+06	1.90921e+06		1.35357e+06	1.29715e+06	1.50387e+06	5.76472e+06		1.30152e+06	3.54537e+06	2.96908e+06	1.52597e+06	1.9902e+06	1.68837e+06	5.18627e+06			4.55354e+06	3.3528e+06						8.52147e+07
Q9UNM6	Q9UNM6		PSMD13		2.2276e+06	2.30943e+06	2.86405e+06	1.80915e+06	1.88606e+06	2.33566e+06		2.22698e+06	1.89273e+06				4.23808e+06		3.83785e+06	2.06725e+06	1.7573e+06	715049	3.3113e+06			1.92601e+06	803382	3.30111e+06	3.07668e+06	2.20239e+06	410064		1.94896e+06	1.87703e+06	506659	2.40935e+06	1.90856e+06	4.25969e+06	5.00124e+06		2.85192e+06	2.13323e+06	4.32385e+06	2.35137e+06		1.94484e+06	985904	728235	3.75807e+06	2.33211e+06	2.50603e+06	2.34154e+06			2.30006e+06	2.44298e+06						
Q9UNN5	Q9UNN5		FAF1		1.00887e+06	1.26557e+06	1.42958e+06	1.56916e+06	1.62907e+06	1.66781e+06		1.53449e+06	1.45166e+06				471538		769916		1.40468e+06		867675			1.38822e+06		1.00268e+06	470165	213814			1.21557e+06				1.13552e+06	915273	684730		295582		708365	1.33604e+06					823207	1.09985e+06	910947	706010			734695	527161						
Q9UNN8	Q9UNN8		PROCR		242540						2.23239e+06	81942		1.38668e+06	2.66882e+06	2.83265e+06	31365.8	1.65387e+06		134766	147437	4.84324e+06		3.19918e+06		68192.6	3.06258e+06	132171		332879	4.10997e+06	2.55656e+06	51498.2	249802	4.39619e+06	201571				3.56702e+06	45038.2	126773		1.63569e+06		197267	3.88066e+06	3.54306e+06			27344.1	1.82819e+06			1.66296e+06	1.42955e+06	1.93125e+06					
Q9UNP9	Q9UNP9		PPIE		1.45275e+06	1.21448e+06	1.38029e+06	1.16868e+06	1.41741e+06	1.32367e+06		1.14546e+06	890535				1.1632e+06		769575	214363	768585	432403	819689			771896	394411	1.23661e+06	1.42448e+06	216148			934393	271855	488913	626233	1.10543e+06	943994	1.36456e+06		1.33655e+06	340789	1.16749e+06	932430		254533	704122	500668	1.44437e+06	1.23438e+06	1.28627e+06	368763			1.08235e+06	1.25537e+06						
Q9UNQ2	Q9UNQ2		DIMT1		2.256e+06	1.80114e+06	2.30645e+06	2.08906e+06	2.12753e+06	2.03226e+06		1.85926e+06	2.11725e+06				95919.8		1.08418e+06		2.1473e+06		1.03795e+06			2.15201e+06		1.12308e+06					1.8321e+06				1.35361e+06	785491						1.34595e+06					659954	1.6126e+06	1.25196e+06	1.16914e+06			1.2231e+06	1.33793e+06						
Q9UNS1	Q9UNS1		TIMELESS		1.2206e+06	386488	1.27774e+06	931178	680355	440628		336127	287484						85530.3		240105		110212			315161		103451					49456.9				179795	98619.6						46777.3					133641	218450	143048											
Q9UNS2	Q9UNS2		COPS3		1.56099e+06	1.28996e+06	1.53728e+06	1.24006e+06	1.11941e+06	1.22292e+06		1.0057e+06	966557				2.89776e+06		1.52488e+06	770363	896691	674107	1.29018e+06			1.10638e+06	588578	1.23126e+06	3.16429e+06	826488	422881		1.24988e+06	1.14031e+06	575671	1.00818e+06	1.27155e+06	1.52515e+06	3.98068e+06		2.65092e+06	810695	3.53474e+06	1.49832e+06		831454	203404	620596	1.0432e+06	793780	1.03254e+06	1.07331e+06			1.26785e+06	1.11081e+06						1.97416e+07
Q9UNW1	Q9UNW1		MINPP1														30727			144042		1.89397e+06					775646		22809.3	110727	898585			151492	1.10737e+06	106640		7677.39	24865.3		28645.9	155065		490293		214070	1.1984e+06	1.18179e+06				217083			396616	203760						5.04572e+07
Q9UNW9	Q9UNW9		NOVA2			470488	1.40121e+06	608334	570004	404434	1.25508e+06		272492	849044	1.59276e+06	1.0772e+06	164691	653654	206293	497770	299332	2.34501e+06	151297				1.52266e+06	222951	144746	799780	1.81238e+06	4.80675e+06	475601	771505	1.20275e+06	442714	156244		1.05179e+06		189140	654865	176898			790789	1.73441e+06	1.63359e+06	147097	188040	172396			3.63292e+06			4.91132e+06					
Q9UNX4	Q9UNX4		WDR3		1.22437e+06	1.21652e+06	1.10858e+06	1.08405e+06	1.11492e+06	913464		1.23342e+06	1.21254e+06				234661		1.13861e+06		1.42084e+06		1.10749e+06			1.16796e+06		1.06335e+06					961662				1.27112e+06	850938	417592				209045	1.31725e+06					861589	1.31911e+06	1.1503e+06	1.18695e+06			866549	1.11612e+06						
Q9UNY4	Q9UNY4		TTF2		236550	229176	221816	362376	305510	272376		339528	237844				13509.6		141776		247629		128858			289454		147009					194276				209415	98277.8			268634			100603					104051	214164	181480											
Q9UNZ2	Q9UNZ2		NSFL1C		2.26619e+06	988238	2.26234e+06	1.26522e+06	1.4449e+06	1.18226e+06	3.14509e+06	1.14337e+06	688038	1.83051e+06	2.59858e+06	2.60688e+06	4.3665e+06	2.17291e+06	648895	8.14391e+06	674774	1.06033e+06	739589	5.06075e+06		925487	2.36359e+06	592854	4.46284e+06	7.62541e+06	1.50918e+06	4.4633e+06	1.16217e+06	7.7267e+06	1.46414e+06	7.81834e+06	605626	825389	2.42216e+06	8.34455e+06	6.37985e+06	7.47464e+06	4.02505e+06	1.95811e+06	1.72187e+07	7.58454e+06	1.36764e+06	1.44179e+06	829418	526407	788121	2.0037e+06	2.54576e+07	1.99791e+07	1.91598e+06	2.06986e+06			1.455e+07			
Q9UP83	Q9UP83		COG5		609644	675866	475791	969229	924979	728003		932773	827959				99105.3		407152	50608	1.03436e+06		453954			1.01822e+06		441975	155935	72598.8			746270			99271.5	616116	313949	120122				186240	95543.8		142815			390279	789648	616342	59352.6			134137	287828						
Q9UPM8	Q9UPM8		AP4E1			36899		40437.5	28824.1			55823.3	56067.3						34583.1		92233.1					74734.4		59748.7					81273.5				62280.5	36230.1						138024					32760.6	34102.6	28020.6	127289			132439	87346.5						
Q9UPN3	Q9UPN3		MACF1		970320	543264		722436	635314	511988		628134	598039						212798		435335		135358			516234		188873					342462				283470													208044	196079											
Q9UPN4	Q9UPN4		CEP131		461190	241322	439950	282807	235763	184489		302624	143663						42784.6		188749		78459.4			126670		45691.3	222734				154857				128405	42045.7						78093.9					72799.1	124806	96824.3	90934.2			87259							
Q9UPN6	Q9UPN6		SCAF8		262021	199047		246739	207032	284348	1.66453e+06	210766	121558	1.55949e+06	1.93067e+06		245013		200958	332716	286486	1.98218e+06	202928	2.09483e+07	2.5287e+07	283767	677962	191061	321728	181381	1.03203e+06	1.44217e+07	350740	398608		245955	117727	87160.6	141743	2.23093e+07	496867	156347	198182	81823.7	5.57087e+07	136830	213538	227817	168223	210004	212209	79216.5	4.88297e+07	5.02887e+07	88267.2	218224	2.04525e+07	2.79928e+07	5.59768e+07		8.54338e+07	5.81571e+07
Q9UPN7	Q9UPN7		PPP6R1		616460	299108	532471	353772	364533	272479		431136	386001						175767		360992		155780			345841		186473					284644				231780	133406	91794.3				63394.5	232440					117778	173264	147009	338241			196186	197505						
Q9UPN9	Q9UPN9		TRIM33		811163	713114	710402	762897	733236	709506		560827	643025	331325	346452		282652		453421	367517	554886	140392	432500	4.37251e+06	2.69557e+06	628574	190845	506068	252520	255609	463706		472831	362229		260433	451329	385637	233522		182193	247047	230150	601283	1.0924e+07	325869			350834	594031	490201	520340		1.31419e+07	535631	653964						
Q9UPP1	Q9UPP1		PHF8		909885	692661	753975	736383	537012	484761	993998	595098	423283	837229	1.27595e+06	583283	112704	707157	230717	97387.1	457249	279934	211717			487573	233960	215593	91912.9	78478.4	190436		411947	94953.1	206236	82121.8	335900	153082	85015		62784.9	80002.9	88525.2	96723.7		76013.6	338419	134834	181565	309714	193174	58011.7			95419.3							
Q9UPQ0	Q9UPQ0		LIMCH1		290892	263859	359342	273956	285484	295951	751074	268605	299541	652449	606843	569926	281213		300843	235644	236928	466682	320166			258024	206837	204397	262874	202939	293311	3.24659e+06	211877	192530	327066	194265	204620	332642	406909		206479	207916	231144	769893		286175	564892	263516	251126	226823	151598	716931		1.3227e+06	684985	660270						
Q9UPQ3	Q9UPQ3		AGAP1		110579	110551	143885	90162	80333.3	92806.7	892243	104128	104103	729617	790117	858857		675124	92080.7		130757	151252	96677.2			128748	58036.1	98985	15219.5		103616		115370		163273		118121	47114	26466.6				20123.5				176166	118143	66590.1	105918	58079	170513			149985	83805.8						
Q9UPQ8	Q9UPQ8		DOLK										66858.4										113348															118099											156121	233985	147279											
Q9UPQ9	Q9UPQ9		TNRC6B		540004	850432	326720	619318	689872	537078	1.6228e+06	677868	321241	1.92626e+06	1.62849e+06	1.44643e+06	174503	1.27357e+06	228018	166290	384924	796460	336475	4.39675e+06	4.826e+06	361080	280344	289093	129263	99309	336210	5.23987e+06	417169	94964.4	272347	161085	283486	169036	164860	4.00101e+06	33778.8	59309.8	101486	307804	9.36158e+06	141410	210464	229531		296436	202806	229542	7.28174e+06	1.1005e+07	183099		2.48398e+06		6.77466e+06		2.14168e+07	
Q9UPT5	Q9UPT5		EXOC7		1.60457e+06	1.14747e+06	1.39398e+06	1.32811e+06	1.34613e+06	1.16069e+06		1.34993e+06	1.14269e+06				135360		625264	328270	1.15649e+06		655116			1.17344e+06		736839	149127	106312			1.01638e+06			160764	1.01764e+06	480830	185174			183762	219969	691159		220991			611094	1.15037e+06	839437	643058			669467	989470						
Q9UPT8	Q9UPT8		ZC3H4		565541	510597	505472	483101	433438	440400		419622	398961		1.72494e+06	955108	179773	881984	282482	673404	413220	586210	291411	7.69725e+06	1.57403e+07	410730	575012	314692		498332	680084	9.5127e+06	393245	568111	504109	247206	412234	250146	298288	1.05316e+07		435673	182436	260074	1.51059e+07	412159	452673	307828	291892	363146	374071	433809	1.05693e+07	1.38098e+07	338239	324136	1.00807e+07	1.30632e+07	1.36458e+07	3.74249e+07	3.02256e+07	4.96441e+07
Q9UPT9	Q9UPT9		USP22			107694		55596.6	66812.1	56281.8		49074.5	22588.9						35819.7		50666.9		23887.9			48044.4		30975					38772.9				53099.1	37258.7											47828.3													
Q9UPU5	Q9UPU5		USP24		923312	970149	837486	941795	867658	860062		1.04488e+06	936050				339824		476858		916246		562772			951868		600858					664949	1.61041e+06			673309	458624	144960					372834					527503	836445	677344	296499			333606	448135						
Q9UPW0	Q9UPW0		FOXJ3		47311	53296.1		47863.3		33110.2	1.32917e+06		11915.9	937942	1.38444e+06	1.20068e+06	55815.6	1.11735e+06	65696.2	81846.1	23129.7	532980	44125.8			34976.6	330657	51806.4	46818	89760.4	431006		45558.1	104747	342658	43972.7			111823		28644.6	49863.2	47803.7			58870.3	321599	225165			63599.8											1.93665e+07
Q9UPW5	Q9UPW5		AGTPBP1				374323	359031					182246						320751		312160		340480			132479		336529					361218				415661	323123						393234					382825	663342	468379											
Q9UPY3	Q9UPY3		DICER1		703108	505709	662382	537808	579622	533889		602585	534296						332504		547427		298338			612228		368108					452005				386400	245488	55522.8					204701		129516			284894	488773	321411	165129			203085	241550						
Q9UPY5	Q9UPY5		SLC7A11			25878.9		24614.4	24069.2	39690.8		44844.6	43618.8				17127.4		29355		41119.2		45331.5			16162		50728.2	13424.5				47330.5				59075.8	43983.1	11769.7		2577.17		19218.5						27004.1	40225.7	52492.3											
Q9UPY6	Q9UPY6		WASF3			26779.8				50076		51259.5	63108.1				72627.5		40716.4		54734.4		10614.9			44291			75737.8	44406.8			37267.6			21377.9	459312				32422.4											468908										
Q9UPY8	Q9UPY8		MAPRE3		2.22844e+06	1.29388e+06	2.16166e+06	1.79593e+06	1.53857e+06	1.18827e+06	3.45217e+06	1.61528e+06	1.08872e+06	3.16839e+06	3.42756e+06	3.43778e+06	273492	2.16157e+06	657555	567587	1.12499e+06	3.68011e+06	728431			1.07844e+06	2.89519e+06	735519	263427	848081	3.66571e+06		992787	1.0475e+06	3.15129e+06	719508	928723	568483	479146		707668	746839	390733	1.00193e+06		869961	3.58112e+06	3.93136e+06	520547	1.04162e+06	924678	879881			814666							
Q9UPZ3	Q9UPZ3		HPS5		1.41115e+06	1.10106e+06	1.34882e+06	1.16013e+06	1.27213e+06	990337		1.15929e+06	733104						321435		883706		372667			808947		351205					689389				668753	294477						164072					443924	704161	504004	51836.6			197467	236550						
Q9UQ13	Q9UQ13		SHOC2		1.13149e+06	660273	1.34902e+06	898414	792446	772759		608610	624990				43770		262696	767054	522702		346933			726805	997099	328514	137372	666822			633364	602834		467129	450058	259840	93235.3		62951.9	569178	156501	351449		532527			337673	513274	488859	457822			490062	519696						
Q9UQ35	Q9UQ35		SRRM2		6.73918e+06	5.33711e+06	6.00465e+06	4.68603e+06	6.26058e+06	4.60494e+06	9.52408e+06	4.58426e+06	3.75282e+06	5.49751e+06	7.46936e+06	6.25744e+06	835327	5.49431e+06	3.35655e+06	1.99489e+06	5.0498e+06	4.87004e+06	2.60785e+06	4.82479e+07	9.13876e+07	5.40056e+06	1.97471e+06	2.96253e+06	818074	1.76655e+06	2.6701e+06	5.06762e+07	4.31538e+06	2.64211e+06	3.11808e+06	1.11367e+06	2.97087e+06	1.90333e+06	504217	5.18168e+07	1.08637e+06	1.52699e+06	504966	5.76859e+06	9.33535e+07	1.53436e+06	2.47971e+06	1.84351e+06	2.30857e+06	3.25611e+06	2.88773e+06	5.75735e+06	9.49354e+07	8.69352e+07	6.92951e+06	6.68648e+06	3.39869e+07	6.14054e+07	8.48375e+07	1.67574e+08	1.03147e+08	
Q9UQ80	Q9UQ80		PA2G4		7.0344e+06	6.65314e+06	8.34277e+06	6.44058e+06	6.19323e+06	5.6761e+06	1.86864e+06	5.28263e+06	4.03345e+06	2.32893e+06	3.2792e+06	1.39014e+06	6.47374e+06	1.43438e+07	3.69658e+06	4.1865e+07	3.89985e+06	1.65394e+07	3.44884e+06			4.25874e+06	5.53846e+07	3.38464e+06	6.40172e+06	4.15045e+07	2.81452e+07		5.81886e+06	4.85104e+07	2.68142e+07	2.52429e+07	4.98638e+06	3.0173e+06	4.35885e+06		8.30339e+06	3.56099e+07	6.4312e+06	2.15438e+07		4.1435e+07	2.68791e+07	3.49651e+07	3.24406e+06	4.31625e+06	5.80127e+06	2.49498e+07			2.62094e+07	2.4926e+07	1.44694e+08					3.58516e+08
Q9UQB8	Q9UQB8		BAIAP2		1.06877e+06	808926	1.28178e+06	668947	767879	686340	3.06448e+06	637098	473208	4.39426e+06	3.9281e+06	3.5232e+06	870134	3.18393e+06	467342	704256	482560	3.10274e+06	486280	7.40826e+06		575086	1.43016e+06	450689	857742	760896	1.55161e+06	1.00611e+07	659171	680480	1.23625e+06	791473	460216	536099	753614	1.24564e+07	816234	799441	823494	447606		803506	2.03402e+06	1.60399e+06	449684	366416	439773	366027			282404	430927						1.39362e+08
